first name,Email ID,Quantity,Events,Attendee Status,College Unknownme,How did you come to know about this event?,how do you know about this event ?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,dummy family income,family income in lakh,Expected salary (Lakh),Leadership- skills
randolph,randolph@xyz.com,1,IAC - Q&A,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2025,Godhra,9.6,7,0-2 Lakh,0-2 ,2,24,no
drew,drew@xyz.com,1,IAC - Q&A,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,HoD,2023,Jamnagar,7.5,3,0-2 Lakh,0-2 ,2,17,yes
leslie,leslie@xyz.com,1,IAC - Q&A,Attending,"thakur institute of maUnknowngement studies, career development & research - [timscdr]",Unknown,Unknown,,HoD,2024,Junagadh,7.9,4,0-2 Lakh,0-2 ,2,11,yes
antonio,antonio@xyz.com,1,IAC - Q&A,Attending,chhattisgarh swami vivekaUnknownnda technical university teaching department bhilai,Unknown,Unknown,,Students,2023,Navsari,7.3,4,0-2 Lakh,0-2 ,2,8,yes
alice,alice@xyz.com,1,IAC - Q&A,Attending,silicon institute of technology,Unknown,Unknown,,HoD,2025,Okha,7.5,5,0-2 Lakh,0-2 ,2,7,no
judith,judith@xyz.com,1,IAC - Q&A,Attending,adhiyamaan college of engineering,Unknown,Unknown,,HoD,2026,Rajkot,7.6,3,0-2 Lakh,0-2 ,2,25,no
carla,carla@xyz.com,1,IAC - Q&A,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2024,Surat,8,7,0-2 Lakh,0-2 ,2,21,no
manuel,manuel@xyz.com,1,IAC - Q&A,Attending,st xavier's college ,Unknown,Unknown,,Students,2023,Ambala,9.1,5,0-2 Lakh,0-2 ,2,24,no
marianne,marianne@xyz.com,1,IAC - Q&A,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2025,Gurugram,7.1,4,0-2 Lakh,0-2 ,2,21,no
judy,judy@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2024,Kaithal,7.9,3,0-2 Lakh,0-2 ,2,9,yes
kenya,kenya@xyz.com,1,IAC - Q&A,Attending,"kle society's college of bca, rls institute, belagavi",Unknown,Unknown,,Asst. Professor,2023,Karnal,7.3,3,0-2 Lakh,0-2 ,2,8,no 
lourdes,lourdes@xyz.com,1,IAC - Q&A,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Professor,2024,Panipat,7.3,4,0-2 Lakh,0-2 ,2,8,no 
emil,emil@xyz.com,1,IAC - Q&A,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2025,Rewari,7.8,5,0-2 Lakh,0-2 ,2,8,yes
sheila,sheila@xyz.com,1,IAC - Q&A,Attending,"kle society's college of bca, rls institute, belagavi",Unknown,Unknown,,Students,2024,Sonipat,8.4,7,0-2 Lakh,0-2 ,2,9,no
delores,delores@xyz.com,1,IAC - Q&A,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2026,Chamba,6.7,3,0-2 Lakh,0-2 ,2,9,no
laura,laura@xyz.com,1,IAC - Q&A,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Asst. Professor,2023,kullu,7.9,5,0-2 Lakh,0-2 ,2,11,no
alise,alise@xyz.com,1,IAC - Q&A,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,HoD,2025,Mandi,9.9,7,0-2 Lakh,0-2 ,2,15,no
daryl,daryl@xyz.com,1,IAC - Q&A,Attending,"mit academy of engineering ,alandi",Unknown,Unknown,,Students,2025,Shimla,7.6,5,0-2 Lakh,0-2 ,2,19,no
melanie,melanie@xyz.com,1,IAC - Q&A,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2024,Una,9.3,7,0-2 Lakh,0-2 ,2,18,no
terrell,terrell@xyz.com,1,IAC - Q&A,Attending,wilson college ,Unknown,Unknown,,Asst. Professor,2024,Anantnag,6.4,7,0-2 Lakh,0-2 ,2,12,yes
kristy,kristy@xyz.com,1,IAC - Q&A,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Asst. Professor,2023,Baramula,8.4,3,0-2 Lakh,0-2 ,2,23,yes
mitchell,mitchell@xyz.com,1,IAC - Q&A,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2023,Doda,6.6,3,0-2 Lakh,0-2 ,2,8,no 
roy,roy@xyz.com,1,IAC - Q&A,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2026,Gulmarg,7.8,4,0-2 Lakh,0-2 ,2,9,no 
tommy,tommy@xyz.com,1,IAC - Q&A,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Asst. Professor,2024,Punch,7.2,4,0-2 Lakh,0-2 ,2,13,yes
warren,warren@xyz.com,1,IAC - Q&A,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2025,Rajouri,7.1,7,0-2 Lakh,0-2 ,2,19,no
alan,alan@xyz.com,1,IAC - Q&A,Attending,ap shah institute of technology ,Unknown,Unknown,,Students,2024,Udhampur,8.5,5,0-2 Lakh,0-2 ,2,22,no
juanita,juanita@xyz.com,1,IAC - Q&A,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2023,Badmi,8.5,5,0-2 Lakh,0-2 ,2,6,yes
darryl,darryl@xyz.com,1,IAC - Q&A,Attending,pillai college of engineering new panvel,Unknown,Unknown,,Students,2026,Ballari,9.1,5,0-2 Lakh,0-2 ,2,9,no
clara,clara@xyz.com,1,IAC - Q&A,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2025,Belgavi,8.7,4,0-2 Lakh,0-2 ,2,15,no
stacey,stacey@xyz.com,1,IAC - Q&A,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Unknown,Unknown,,Principal,2025,Bidar,6.5,3,0-2 Lakh,0-2 ,2,17,no
tony,tony@xyz.com,1,IAC - Q&A,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2023,Hasan,8.8,4,0-2 Lakh,0-2 ,2,19,no
andrew,andrew@xyz.com,1,IAC - Q&A,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2024,Mysuru,7.6,4,0-2 Lakh,0-2 ,2,11,yes
elena,elena@xyz.com,1,IAC - Q&A,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Asst. Professor,2023,Kochi,6.5,4,0-2 Lakh,0-2 ,2,12,no 
ricardo,ricardo@xyz.com,1,IAC - Q&A,Attending,Late G. N. Sapkal College Of Engineering,Unknown,Unknown,,Students,2025,Thrissur,9.1,7,0-2 Lakh,0-2 ,2,10,yes
faye,faye@xyz.com,1,IAC - Q&A,Attending,"MIT Academy Of Engineering ,Alandi",Unknown,Unknown,,Students,2025,Dhar,7.3,7,0-2 Lakh,0-2 ,2,15,no
cora,cora@xyz.com,1,IAC - Q&A,Attending,A. C. Patil College of Engineering,Unknown,Unknown,,Asst. Professor,2024,Indore,7.6,3,7 Lakh+,7,7,12,no
leigh,leigh@xyz.com,1,IAC - Q&A,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Students,2024,Gwalior,8.3,7,5-7 Lakh,05-Jul,7,21,yes
marjorie,marjorie@xyz.com,1,IAC - Q&A,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Unknown,Unknown,,Students,2023,Narwar,9.2,3,2-5 Lakh,02-May,5,9,no
robyn,robyn@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"THAKUR INSTITUTE OF MAUnknownGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Unknown,Unknown,,Students,2023,Orchha,9.9,4,0-2 Lakh,0-2 ,2,9,no
gabrielle,gabrielle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE UnknownVI MUMBAI,Unknown,Unknown,,Computer Engineer,2024,Sagar,9.3,7,0-2 Lakh,0-2 ,2,21,no
clark,clark@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Interior designer,2023,Satna,7.1,4,2-5 Lakh,02-May,5,18,no
vanessa,vanessa@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,,Students,2024,Ujjain,7.5,4,0-2 Lakh,0-2 ,2,19,no
frederic,frederic@xyz.com,1,Internship Program(IP) Success Conclave,Attending,CHHATTISGARH SWAMI VIVEKAUnknownNDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,Unknown,Unknown,,CVO,2025,Vidisha,7.3,3,0-2 Lakh,0-2 ,2,21,yes
kayla,kayla@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Silicon Institute of Technology,Unknown,Unknown,,Web Development,2025,Akola,7.4,3,0-2 Lakh,0-2 ,2,23,yes
latoya,latoya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Unknown,Unknown,,Students,2025,Aurangabad,8.3,5,0-2 Lakh,0-2 ,2,25,no 
walter,walter@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Unknownvi Mumbai",Unknown,Unknown,,Students,2023,Dhule,7.9,3,0-2 Lakh,0-2 ,2,13,no
dominic,dominic@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Students,2025,Kalyan,7.1,5,0-2 Lakh,0-2 ,2,17,yes
dana,dana@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vishwakarma Institute of Technology, Pune",Unknown,Unknown,,Data Science and Analyst,2023,Navi Mumbai,8.7,5,0-2 Lakh,0-2 ,2,21,no
kyle,kyle@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Unknown,Unknown,,Students,2025,Mumbai,8.2,5,0-2 Lakh,0-2 ,2,8,no
janis,janis@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Unknown,Unknown,,Asst. Professor,2026,Matheran,9.5,7,2-5 Lakh,02-May,5,21,no 
juli,juli@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,B.Tech,2023,Nashik,6.7,7,2-5 Lakh,02-May,5,30,no 
greg,greg@xyz.com,1,Internship Program(IP) Success Conclave,Attending,New horizon institute of Technology and MaUnknowngement ,Unknown,Unknown,,Students,2024,Solapur,8.2,7,2-5 Lakh,02-May,5,8,yes
steve,steve@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Symbiosis Institute of Technology, Pune",Unknown,Unknown,,Engineering ,2024,Sangli,8.7,5,2-5 Lakh,02-May,5,21,no
victoria,victoria@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Students,2026,Vasai,7.3,7,2-5 Lakh,02-May,5,8,no
carl,carl@xyz.com,1,Internship Program(IP) Success Conclave,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Unknown,Unknown,,Students,2024,Shillong,8.6,4,0-2 Lakh,0-2 ,2,8,no
romaine,romaine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Data Science and Analyst,2023,Puri,9.2,5,0-2 Lakh,0-2 ,2,8,no
otis,otis@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Data Science and Analyst,2025,Cuttack,7.9,4,5-7 Lakh,05-Jul,7,10,yes
benjamin,benjamin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vishwakarma Institute of Technology, Pune",Unknown,Unknown,,Students,2023,Mahe,8.1,3,0-2 Lakh,0-2 ,2,15,no 
leora,leora@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Unknown,Unknown,,Students,2023,Amritsar,9.5,4,0-2 Lakh,0-2 ,2,12,no 
arthur,arthur@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2026,Patiala,9.8,7,0-2 Lakh,0-2 ,2,20,yes
johnnie,johnnie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St.Francis Institute of Technology,Unknown,Unknown,,CEO,2024,Sangrur,9.6,3,0-2 Lakh,0-2 ,2,21,yes
ingrid,ingrid@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Late G. N. Sapkal College Of Engineering,Unknown,Unknown,,Engineering ,2024,Amer,6.2,4,5-7 Lakh,05-Jul,7,9,no
eloise,eloise@xyz.com,1,Internship Program(IP) Success Conclave,Attending,A. C. Patil College of Engineering,Unknown,Unknown,,Students,2023,Jaipur,9.5,7,0-2 Lakh,0-2 ,2,21,no
lorna,lorna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Wilson college ,Unknown,Unknown,,Students,2024,Jalor,6.8,3,0-2 Lakh,0-2 ,2,5,no
camille,camille@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Students,2025,Jhalwar,8.4,5,0-2 Lakh,0-2 ,2,16,no
kimberly,kimberly@xyz.com,1,Internship Program(IP) Success Conclave,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Unknown,Unknown,,Students,2026,Jodhpur,9.9,4,0-2 Lakh,0-2 ,2,21,no
breanna,breanna@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Intern,2023,Kota,6.6,5,0-2 Lakh,0-2 ,2,8,no
lucy,lucy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,,Intern,2023,Pali,6.7,4,0-2 Lakh,0-2 ,2,7,yes
jonathan,jonathan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Silicon Institute of Technology,Unknown,Unknown,,Students,2025,Gangtok,8.3,4,0-2 Lakh,0-2 ,2,9,no 
traci,traci@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Don Bosco College of Engineering Fatorda Goa,Unknown,Unknown,,Students,2024,Nizambad,8.9,5,0-2 Lakh,0-2 ,2,24,yes
dale,dale@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Pillai College of Engineering New Panvel,Unknown,Unknown,,Intern,2023,Agartala,9.5,4,0-2 Lakh,0-2 ,2,17,yes
stella,stella@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,Unknown,Unknown,,Data Science and Analyst,2026,Agra,8.5,3,2-5 Lakh,02-May,5,11,no
velma,velma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,,Students,2024,Ghaziabad,7.5,4,0-2 Lakh,0-2 ,2,8,no
rocco,rocco@xyz.com,1,Internship Program(IP) Success Conclave,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Unknown,Unknown,,Students,2025,Hamirpur,7.5,4,2-5 Lakh,02-May,5,21,no
julia,julia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Don Bosco College of Engineering Fatorda Goa,Unknown,Unknown,,Students,2023,Deoria,7.7,3,5-7 Lakh,05-Jul,7,30,no
darrell,darrell@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Pillai College of Engineering New Panvel,Unknown,Unknown,,Artificial intelligence,2026,Budaun,9.9,5,7 Lakh+,7,7,24,yes
edie,edie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,,Students,2025,Kanpur,7.9,5,0-2 Lakh,0-2 ,2,19,no 
kimberley,kimberley@xyz.com,1,Internship Program(IP) Success Conclave,Attending,G H Raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2023,Lucknow,7.7,4,0-2 Lakh,0-2 ,2,21,no 
catherine,catherine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Students,2025,Mathura,7.4,3,0-2 Lakh,0-2 ,2,17,yes
melvin,melvin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,D Y PATIL INSTITUTE OF MCA AND MAUnknownGEMENT AKURDI PUNE,Unknown,Unknown,,Artificial intelligence,2024,Varanasi,7.6,5,0-2 Lakh,0-2 ,2,9,no
branden,branden@xyz.com,1,Internship Program(IP) Success Conclave,Attending,AP SHAH INSTITUTE OF TECHNOLOGY ,Unknown,Unknown,,Cyber Security,2024,Almora,8.7,3,0-2 Lakh,0-2 ,2,8,no
amy,amy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,Unknown,Unknown,,Intern,2025,Durgapur,9.2,4,0-2 Lakh,0-2 ,2,19,no
ralph,ralph@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"S.I.E.S. Graduate School Of Technology, Nerul, Unknownvi Mumbai",Unknown,Unknown,,Students,2024,Kolkata,7.2,7,5-7 Lakh,05-Jul,7,23,no
loida,loida@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Students,2025,Palashi,6.5,4,0-2 Lakh,0-2 ,2,17,no
elia,elia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Unknown,Unknown,,Intern,2026,Santipur,7.5,5,0-2 Lakh,0-2 ,2,13,yes
miguel,miguel@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Unknown,Unknown,,Students,2023,Silguri,7.6,5,0-2 Lakh,0-2 ,2,15,no 
grace,grace@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St.Francis Institute of Technology,Unknown,Unknown,,Students,2025,Talmuk,7.3,7,5-7 Lakh,05-Jul,7,18,yes
kenneth,kenneth@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Late G. N. Sapkal College Of Engineering,Unknown,Unknown,,Intern,2024,Siuri,8.7,3,0-2 Lakh,0-2 ,2,23,no
rex,rex@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"MIT Academy Of Engineering ,Alandi",Unknown,Unknown,,Students,2026,Orchha,9,5,0-2 Lakh,0-2 ,2,9,no
wilda,wilda@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Students,2024,Ujjain,6.5,4,0-2 Lakh,0-2 ,2,19,no
ellen,ellen@xyz.com,1,Internship Program(IP) Success Conclave,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Unknown,Unknown,,Students,2025,Vidisha,6.6,7,0-2 Lakh,0-2 ,2,25,no
camilla,camilla@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"THAKUR INSTITUTE OF MAUnknownGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Unknown,Unknown,,Intern,2025,Akola,9.5,7,0-2 Lakh,0-2 ,2,22,no
lonny,lonny@xyz.com,1,Internship Program(IP) Success Conclave,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE UnknownVI MUMBAI,Unknown,Unknown,,Students,2023,Aurangabad,8.1,5,0-2 Lakh,0-2 ,2,6,no
mike,mike@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2023,Bhandara,9.7,7,0-2 Lakh,0-2 ,2,17,yes
sybil,sybil@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,,Intern,2024,Bhsawal,9.3,7,0-2 Lakh,0-2 ,2,20,yes
lois,lois@xyz.com,1,Internship Program(IP) Success Conclave,Attending,CHHATTISGARH SWAMI VIVEKAUnknownNDA TECHNICAL UNIVERSITY TEACHING DEPARTMENT BHILAI,Unknown,Unknown,,Students,2026,Bid,9.1,7,0-2 Lakh,0-2 ,2,15,no 
rose,rose@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Silicon Institute of Technology,Unknown,Unknown,,Engineering ,2024,Buldhana,7.6,7,0-2 Lakh,0-2 ,2,17,no 
gracie,gracie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Unknown,Unknown,,Students,2025,Dhule,7.8,5,0-2 Lakh,0-2 ,2,19,yes
xenia,xenia@xyz.com,1,Internship Program(IP) Success Conclave,Attending,Pillai College of Engineering New Panvel,Unknown,Unknown,,Students,2025,Kalyan,8.5,7,0-2 Lakh,0-2 ,2,11,no
jill,jill@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St Xavier's College ,Unknown,Unknown,,Students,2024,Thane,8.7,5,0-2 Lakh,0-2 ,2,12,no
eddie,eddie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vidyalankar Institute of Technology, Mumbai",Unknown,Unknown,,Intern,2023,Navi Mumbai,8.3,4,0-2 Lakh,0-2 ,2,10,no
ray,ray@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Students,2023,Nanded,8.5,4,0-2 Lakh,0-2 ,2,15,no
claire,claire@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Unknown,Unknown,,Students,2025,Patiala,7.5,3,0-2 Lakh,0-2 ,2,19,no
blanche,blanche@xyz.com,1,Internship Program(IP) Success Conclave,Attending,G H Raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2024,Sangrur,7.2,3,0-2 Lakh,0-2 ,2,21,yes
marie,marie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Students,2023,Ajmer,7.6,7,0-2 Lakh,0-2 ,2,23,yes
young,young@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Unknown,Unknown,,Students,2023,Amer,7.3,3,0-2 Lakh,0-2 ,2,25,no 
cindy,cindy@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Unknown,Unknown,,Students,2025,Bikaner,9.4,7,0-2 Lakh,0-2 ,2,21,yes
brooke,brooke@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2024,Jaipur,6.6,5,0-2 Lakh,0-2 ,2,5,yes
bryan,bryan@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St.Francis Institute of Technology,Unknown,Unknown,,Intern,2024,Jalor,6.6,7,0-2 Lakh,0-2 ,2,16,no
louise,louise@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Symbiosis Institute of Technology, Pune",Unknown,Unknown,,Data Science and Analyst,2023,Kota,8.1,7,0-2 Lakh,0-2 ,2,7,yes
desiree,desiree@xyz.com,1,Internship Program(IP) Success Conclave,Attending,A. C. Patil College of Engineering,Unknown,Unknown,,Students,2024,Sikar,7.1,5,0-2 Lakh,0-2 ,2,9,no
rita,rita@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Intern,2025,Amreli,7.7,4,0-2 Lakh,0-2 ,2,24,no
tanya,tanya@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Unknown,Unknown,,Students,2023,Godhra,6.5,5,0-2 Lakh,0-2 ,2,11,yes
norma,norma@xyz.com,1,Internship Program(IP) Success Conclave,Attending,G H Raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2024,Jamnagar,9.4,5,0-2 Lakh,0-2 ,2,21,yes
christine,christine@xyz.com,1,Internship Program(IP) Success Conclave,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Unknown,Unknown,,Students,2024,Junagadh,6.8,5,0-2 Lakh,0-2 ,2,8,no 
ervin,ervin@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Unknown,Unknown,,Asst. Professor,2023,Kheda,6.7,4,0-2 Lakh,0-2 ,2,9,no 
bernice,bernice@xyz.com,1,Internship Program(IP) Success Conclave,Attending,"Vishwakarma Institute of Technology, Pune",Unknown,Unknown,,Students,2025,Morbi,7.9,3,0-2 Lakh,0-2 ,2,8,yes
laurie,laurie@xyz.com,1,Internship Program(IP) Success Conclave,Attending,St.Francis Institute of Technology,Unknown,Unknown,,Intern,2025,Okha,8.9,4,0-2 Lakh,0-2 ,2,21,no
